state,commodity,avg_temperature_C,avg_rainfall_mm,avg_humidity_%,month
Assam,Green Chilli,28.394562111326508,895.645030249457,41.77124639585013,August
Assam,Green Chilli,30.604951504574174,979.0805674728155,45.551453258087875,September
Assam,Green Chilli,29.68222151326155,886.7641344081386,47.938331888258816,October
Assam,Green Chilli,29.261185176876154,893.6324636337292,41.799418399768015,November
Assam,Green Chilli,29.444336731448363,898.4410917537906,50.224145868435215,December
Assam,Green Gram Dal (Moong Dal),25.516855742218667,1205.4542824058485,82.04240078903021,January
Assam,Green Gram Dal (Moong Dal),27.10906476194786,1346.1790824964262,73.04723659405906,February
Assam,Green Gram Dal (Moong Dal),27.493141777664484,1201.7673730654556,76.22577167712959,March
Assam,Green Gram Dal (Moong Dal),25.778843037163618,1363.3748410022697,81.38586127342487,April
Assam,Green Gram Dal (Moong Dal),27.37358483113716,1260.56698538159,72.4383016614539,May
Assam,Green Gram Dal (Moong Dal),26.30034632125398,1356.2253915664096,75.05446453170725,June
Assam,Green Gram Dal (Moong Dal),26.441125431565418,1304.9014418365032,73.23901346982892,July
Assam,Green Gram Dal (Moong Dal),24.582740037584337,1282.3771993700043,81.0563068961368,August
Assam,Green Gram Dal (Moong Dal),27.27929833359967,1233.8754804076157,72.84993545585117,September
Assam,Green Gram Dal (Moong Dal),24.96387096729914,1221.212557887802,77.77289875491334,October
Assam,Green Gram Dal (Moong Dal),27.5566329428019,1234.0971139145581,74.97537292942076,November
Assam,Green Gram Dal (Moong Dal),26.034811709748677,1230.2246128686083,74.25697422768009,December
Assam,Paddy(Dhan),17.7790034036083,1056.4584399507812,61.01174150888083,January
Assam,Paddy(Dhan),21.155161941512482,1154.7298263985822,57.05642440067981,February
Assam,Paddy(Dhan),19.670378339507472,1056.6157837786216,63.369771345674685,March
Assam,Paddy(Dhan),19.226126799931713,1199.776123210683,55.15104652127418,April
Assam,Paddy(Dhan),18.1748097832737,1215.3365885726703,58.006923039870635,May
Assam,Paddy(Dhan),19.760078089510557,1174.8491336933146,62.69382942131065,June
Assam,Paddy(Dhan),18.677491654366733,1147.9929243824226,63.22266599764388,July
Assam,Paddy(Dhan),18.023093577345865,1097.7666143249355,56.0394448503181,August
Assam,Paddy(Dhan),18.869431432809268,1036.3221425456318,56.443446076255064,September
Assam,Paddy(Dhan),20.20063701755905,1067.1322578745767,59.21621982658349,October
Assam,Paddy(Dhan),20.09500530657643,1094.1940296432267,63.0397849782477,November
Assam,Paddy(Dhan),18.472412195873428,1107.686727424769,62.546913378395416,December
Assam,Bengal Gram(Gram),31.016860499095955,1751.5550535082764,81.57259510110072,January
Assam,Bengal Gram(Gram),31.11914620542276,1866.083600679467,81.08504911723168,February
Assam,Bengal Gram(Gram),29.83298541900093,1798.6092757876306,74.31316258316558,March
Assam,Bengal Gram(Gram),28.96353240604789,1796.1613066312743,74.17463934922502,April
Assam,Bengal Gram(Gram),28.027108992971836,1911.8157142669625,80.20283273936136,May
Assam,Bengal Gram(Gram),29.965551298547553,1928.9776030497767,74.17071255668918,June
Assam,Bengal Gram(Gram),31.395192558539314,1839.071879347142,79.61479379728914,July
Assam,Bengal Gram(Gram),29.442782981427058,1894.665186965027,81.36576269927382,August
Assam,Bengal Gram(Gram),28.06053963892992,1929.355748487404,78.68632756385216,September
Assam,Bengal Gram(Gram),29.690965147523237,1893.1307597711207,82.05107244400581,October
Assam,Bengal Gram(Gram),28.98741496046715,1772.445515556922,75.35295829413103,November
Assam,Bengal Gram(Gram),28.038170269173698,1814.9244902080254,76.28339303736603,December
Assam,Lak(Teora),24.49787144586127,1729.194655169651,58.842297671544664,January
Assam,Lak(Teora),25.767593939044104,1700.0735524989705,63.7939387681929,February
Assam,Lak(Teora),23.04136932480015,1699.3342165537572,62.89967126467034,March
Assam,Lak(Teora),23.391510025863532,1741.224068556816,62.10783362391544,April
Assam,Lak(Teora),24.360548494630997,1652.1275522726937,56.942306172486916,May
Assam,Lak(Teora),24.24235923739923,1745.808127303611,64.11811734470476,June
Assam,Lak(Teora),23.53068113092129,1602.6005247103499,58.17972787633507,July
Assam,Lak(Teora),23.980434622624333,1590.805424114754,63.75213543318841,August
Assam,Lak(Teora),24.27988015940661,1715.8134974996467,58.87655110848576,September
Assam,Lak(Teora),23.68708817348584,1605.2987668350604,58.242123022504686,October
Assam,Lak(Teora),25.17103393563766,1699.0977255569303,64.29083741747587,November
Assam,Lak(Teora),25.140618571467254,1656.307500266873,63.46518414383911,December
Assam,Onion,17.698464653534973,1001.0034542256536,48.709367274441405,January
Assam,Onion,19.46701530462325,1034.2698302196964,55.63419404334374,February
Assam,Onion,19.732696418580062,1064.3526952336215,56.09671404182953,March
Assam,Onion,17.489573698559667,934.0722022219036,51.76002669731457,April
Assam,Onion,18.783719892798814,1018.650010610515,54.77545635472059,May
Assam,Onion,19.87561875048999,988.5140376814792,55.18974321049733,June
Assam,Onion,20.300438442460994,1005.0699148900991,50.87625447259437,July
Assam,Onion,19.409224870790002,1066.1672413638046,51.9325352318644,August
Assam,Onion,17.989568805718044,954.4748044416548,57.12052903834317,September
Assam,Onion,20.992050031187304,1078.5371403735878,52.45293081015054,October
Assam,Onion,17.52298496856767,968.9589962139214,55.18473077984176,November
Assam,Onion,19.6405115390627,937.0109181756397,52.774200854156796,December
Assam,Tomato,17.141019753127757,1976.1648390491155,65.1335259004766,January
Assam,Tomato,17.364263662264328,1858.8702069162537,63.99518978908007,February
Assam,Tomato,17.873159900686836,1944.8708872340296,69.60123696611184,March
Assam,Tomato,17.678870569880306,1886.5620197349872,63.654612744843355,April
Assam,Tomato,16.967948634542214,1942.565760944236,66.18709089964804,May
Assam,Tomato,17.350927400690694,2004.367877843959,72.22098312340137,June
Assam,Tomato,14.807742753614207,1919.024477217559,69.91685696163887,July
Assam,Tomato,15.440513761884556,1999.3448019458356,70.18898271205742,August
Assam,Tomato,17.920757642395262,1953.229615616959,70.10440125763805,September
Assam,Tomato,16.567543553888555,1879.963259646055,64.86646301585688,October
Assam,Tomato,15.696581765591088,1999.6032484051752,68.31910178661761,November
Assam,Tomato,17.073188499905548,1824.6702637639628,65.15391470554886,December
Assam,Tinda,16.669806946390686,2213.8314067044944,83.59189632936048,January
Assam,Tinda,16.705962570842114,2091.501240720789,81.54366859454277,February
Assam,Tinda,17.510100145579646,2180.6292391041925,82.69849515882072,March
Assam,Tinda,17.484059348247854,2165.265776541543,82.724094203123,April
Assam,Tinda,18.605778830099574,2156.853690788713,83.63310961079199,May
Assam,Tinda,16.531790751375755,2122.770620997816,84.3576558097721,June
Assam,Tinda,16.98744270694494,2138.219460962779,76.89003611756232,July
Assam,Tinda,18.89705417780523,2182.560657867387,85.80477004756324,August
Assam,Tinda,17.210175810374388,2217.6871700382453,83.27590896472051,September
Assam,Tinda,18.935811878228805,2178.7779397849577,85.76611110375346,October
Assam,Tinda,19.225070510714076,2065.1794236536653,77.41525798840094,November
Assam,Tinda,20.07106576927991,2242.8192195005304,80.92424850500404,December
Assam,Mahua,24.78552177557001,1245.9962630200873,74.39735927894291,January
Assam,Mahua,26.039107641943296,1279.9898454928307,73.56768620921426,February
Assam,Mahua,23.999630831213864,1302.8924113192393,73.79322173088316,March
Assam,Mahua,23.234787957417257,1155.94512280022,69.43200883593738,April
Assam,Mahua,24.44468266066541,1219.4078369128179,69.18583935800854,May
Assam,Mahua,23.878699671402426,1144.8723694372807,74.66744628885398,June
Assam,Mahua,23.054925755446902,1149.826351132157,71.835247501618,July
Assam,Mahua,26.46745861333482,1276.2172706248475,75.80773684122065,August
Assam,Mahua,23.269672660203724,1229.2868677527445,66.50027173869918,September
Assam,Mahua,25.963490955370567,1320.2643982053773,67.43621089334034,October
Assam,Mahua,25.467063093355453,1246.5414489700493,70.64279486607923,November
Assam,Mahua,26.147276764301708,1279.5586798859622,71.00541726210824,December
Assam,Bhindi(Ladies Finger),26.436506281882924,1106.542774709205,85.3388621396129,January
Assam,Bhindi(Ladies Finger),25.974792751648028,1141.5977046531784,88.48410350534132,February
Assam,Bhindi(Ladies Finger),28.424904740401708,1228.9788022668442,83.12246128576857,March
Assam,Bhindi(Ladies Finger),26.518488709280028,1080.1875451077674,91.1005582533671,April
Assam,Bhindi(Ladies Finger),27.154491392491288,1171.9634999301004,86.28429957994138,May
Assam,Bhindi(Ladies Finger),29.097782340780647,1093.3382879943445,88.50604719911223,June
Assam,Bhindi(Ladies Finger),28.477447949857734,1057.0606212620883,89.35467242045321,July
Assam,Bhindi(Ladies Finger),25.710897165823855,1229.1312514669446,88.02031042289794,August
Assam,Bhindi(Ladies Finger),28.622930847062143,1162.4506357326745,82.78411903270764,September
Assam,Bhindi(Ladies Finger),27.06097977367329,1047.4632195584231,91.92383786634124,October
Assam,Bhindi(Ladies Finger),26.569464591998084,1111.2973016470078,84.34084643374776,November
Assam,Bhindi(Ladies Finger),25.538555042608557,1129.558360945076,84.53421797436116,December
Assam,Lemon,28.728182320541187,539.7633956509312,59.1145624431104,January
Assam,Lemon,26.68575377847722,686.7771411876972,51.18059255127283,February
Assam,Lemon,27.425126650336118,567.1743156873642,50.46800370078559,March
Assam,Lemon,28.739697951882288,679.7674408760047,51.52773349315583,April
Assam,Lemon,28.55676171294985,590.9522904489163,58.53401473285837,May
Assam,Lemon,27.11308093040434,577.1344243251258,54.6104082383598,June
Assam,Lemon,25.626171339687474,657.9510566394349,57.81283126793487,July
Assam,Lemon,27.707562906639694,560.9422678288803,57.76354167715892,August
Assam,Lemon,26.09828919600531,617.2991753232823,57.880836806480836,September
Assam,Lemon,25.674516072360042,641.2397436934141,54.3431587134945,October
Assam,Lemon,27.710034620136817,560.8929392826346,57.93390838469992,November
Assam,Lemon,25.576416019835094,609.638210725389,56.27380947088121,December
Assam,Maize,28.249332317929365,701.5242061459285,72.93720956787072,January
Assam,Maize,28.13055314888448,767.7522990882142,74.59619771464077,February
Assam,Maize,29.58794003971383,694.6807102028861,75.70520364699503,March
Assam,Maize,26.825245898117643,758.0794743543009,75.79135965102608,April
Assam,Maize,27.410043530433068,623.7408493319307,74.96118035575155,May
Assam,Maize,29.849041515611084,680.8890696336668,72.4412373563221,June
Assam,Maize,28.383069726499603,717.7101988105528,75.71542082466803,July
Assam,Maize,29.932176502687,745.6301734722314,80.20330846039877,August
Assam,Maize,28.940043272941328,698.7181434568231,73.59085210598937,September
Assam,Maize,27.397534964558975,801.8202301563567,79.73410618333705,October
Assam,Maize,28.210218366556145,763.1342905304048,72.0016955958033,November
Assam,Maize,29.12770487163895,809.5093421100402,79.969387377182,December
Assam,Bottle gourd,35.13185020095481,1871.5678320699442,54.97374946598141,January
Assam,Bottle gourd,35.283285060084395,1831.8568965499364,54.85412031890085,February
Assam,Bottle gourd,35.528709788599215,1948.6362431230484,49.52874430048021,March
Assam,Bottle gourd,31.931161515834397,1966.2103118288187,51.43751188821143,April
Assam,Bottle gourd,35.62189941720714,1990.1250134538102,57.27692263004018,May
Assam,Bottle gourd,34.63834834146317,1823.6634958918391,49.564963912844824,June
Assam,Bottle gourd,32.69438263584181,1991.1501121466351,56.61069723232638,July
Assam,Bottle gourd,32.38435892716269,1858.499095298389,55.04020177186153,August
Assam,Bottle gourd,33.853466377999624,1902.5921107518488,56.64298885623879,September
Assam,Bottle gourd,33.856076998362994,1889.82266590197,58.005045032355326,October
Assam,Bottle gourd,35.89530472658987,1941.3978558740955,48.17812858174956,November
Assam,Bottle gourd,32.347487250659135,1936.7706587749444,49.36126543800803,December
Assam,Brinjal,20.13681339986947,494.6983283406944,90.27983192623894,January
Assam,Brinjal,21.071961040873,469.3728398117309,94.06109894119378,February
Assam,Brinjal,22.475556445731417,621.9609467151803,88.25314277520013,March
Assam,Brinjal,20.463808505566973,450.03412311815987,92.49202750762518,April
Assam,Brinjal,20.644554343061138,512.0043258210862,85.50532758666229,May
Assam,Brinjal,22.946253910741483,565.9850508902816,85.23485186572934,June
Assam,Brinjal,21.211032252835818,491.0117768859142,88.31440756912345,July
Assam,Brinjal,22.110219664407623,530.977269632122,84.88918527133858,August
Assam,Brinjal,21.979515457197774,543.8129912044011,89.24161998929235,September
Assam,Brinjal,22.57930085937409,577.0624171955859,86.07889040443291,October
Assam,Brinjal,21.666966584036125,520.6374443910938,88.49604651028558,November
Assam,Brinjal,21.91644391850278,565.0225193539773,85.89406181960952,December
Assam,Carrot,25.644924319649352,814.1639989735622,89.95191487219978,January
Assam,Carrot,24.724638585367583,760.850237517562,89.79820548592537,February
Assam,Carrot,27.943383410666016,722.5934797629246,84.30281068951209,March
Assam,Carrot,25.110849429944892,652.5704687117517,89.1656730028624,April
Assam,Carrot,26.635000546485355,686.9458791388158,81.63123943958527,May
Assam,Carrot,27.849662847801117,764.4736358134174,85.73941707412553,June
Assam,Carrot,25.199327560686196,763.1346208118878,80.67389097177818,July
Assam,Carrot,27.849371346198126,814.2076104022774,88.75350770800245,August
Assam,Carrot,28.02006991018572,781.5196619035687,81.4043865249385,September
Assam,Carrot,27.550360927988894,672.5016968745397,83.40779119734329,October
Assam,Carrot,28.02028307829484,770.6218286302403,86.30116315683762,November
Assam,Carrot,26.086025153933836,742.8692942959514,86.10967077301869,December
Assam,Methi(Leaves),22.5285469842765,1762.006691043942,60.98629929432468,January
Assam,Methi(Leaves),19.407829825473428,1646.2309123405896,58.79617542018756,February
Assam,Methi(Leaves),20.486201684780845,1787.5297833318778,62.43902942758858,March
Assam,Methi(Leaves),20.133677838806513,1754.986072945761,62.735097280965626,April
Assam,Methi(Leaves),21.724713689464664,1746.1442701672286,61.413101931241144,May
Assam,Methi(Leaves),22.287841632149007,1679.2024995612662,63.51962726183805,June
Assam,Methi(Leaves),21.735415407893022,1631.9321642948837,61.7304899501354,July
Assam,Methi(Leaves),20.55628049870906,1707.3799255207641,65.69987865588323,August
Assam,Methi(Leaves),19.937404244517293,1672.5726287647124,58.643748904442916,September
Assam,Methi(Leaves),21.58025999664776,1679.3506342119292,57.865389892630894,October
Assam,Methi(Leaves),22.085909159478593,1637.207732472976,65.95866788957561,November
Assam,Methi(Leaves),22.34276157755211,1608.9913707854573,61.59200522209596,December
Assam,Cotton,19.294372611383103,2469.433811571334,92.79698764482617,January
Assam,Cotton,19.34926045927038,2393.516580217771,90.66918682425644,February
Assam,Cotton,22.03836927025158,2429.1749602381565,87.99352089718543,March
Assam,Cotton,21.885973764069757,2559.554483697502,88.67993654029584,April
Assam,Cotton,21.51680733823547,2554.8758104679478,89.54718343750562,May
Assam,Cotton,21.814546065957128,2540.3494345054887,84.32842290536477,June
Assam,Cotton,19.65335887987864,2398.4682079583513,85.53914117195386,July
Assam,Cotton,19.493467314020567,2403.3182813276117,90.5295524482585,August
Assam,Cotton,19.684613252237373,2399.582774259022,85.59773857228797,September
Assam,Cotton,21.737010527633547,2404.3467953936865,86.26016405379856,October
Assam,Cotton,22.3146230752493,2477.5408534437665,90.98975760393286,November
Assam,Cotton,21.223017826918692,2535.040445966894,87.94139678855176,December
Assam,Bajra(Pearl Millet/Cumbu),35.37826397254708,2400.783357857876,82.229630572557,January
Assam,Bajra(Pearl Millet/Cumbu),36.46460038320288,2333.3362054010704,86.67540877990665,February
Assam,Bajra(Pearl Millet/Cumbu),33.259848674177235,2306.696261125692,79.02521753495184,March
Assam,Bajra(Pearl Millet/Cumbu),34.6217371619161,2377.888858507553,82.87960953446228,April
Assam,Bajra(Pearl Millet/Cumbu),33.09868908140476,2291.9053088641367,87.05425779754083,May
Assam,Bajra(Pearl Millet/Cumbu),33.54664860616445,2385.0433839567627,78.12140141130055,June
Assam,Bajra(Pearl Millet/Cumbu),34.792520308258496,2285.36749501142,80.42644149865012,July
Assam,Bajra(Pearl Millet/Cumbu),35.54956514099501,2296.3887092230225,85.9395800885796,August
Assam,Bajra(Pearl Millet/Cumbu),36.71440508530461,2402.8634463881945,78.9833035313233,September
Assam,Bajra(Pearl Millet/Cumbu),33.489925191443085,2255.8625209038532,81.97185148735618,October
Assam,Bajra(Pearl Millet/Cumbu),33.645125341215376,2319.4063760826875,82.17630616333975,November
Assam,Bajra(Pearl Millet/Cumbu),34.679007486239215,2402.5785783917922,85.06714083678196,December
Assam,Castor Seed,17.86676388531605,2435.3869909190944,74.09343091229368,January
Assam,Castor Seed,17.001301005884812,2524.3038558998114,74.45196985209016,February
Assam,Castor Seed,16.842040724291586,2523.536312563402,74.18150646296228,March
Assam,Castor Seed,16.812542158992393,2564.9976552246717,67.48841009949741,April
Assam,Castor Seed,16.769445240255113,2515.360395917682,71.12158945340786,May
Assam,Castor Seed,17.80359303062728,2516.5391246911695,75.91574272233657,June
Assam,Castor Seed,18.611708500306673,2557.227939784203,70.45112725647803,July
Assam,Castor Seed,19.048501850862888,2484.5836052860614,67.10727406690039,August
Assam,Castor Seed,20.443317759095827,2479.095227302339,70.24377589064873,September
Assam,Castor Seed,18.57640613986969,2451.5603513126425,66.76788009836639,October
Assam,Castor Seed,17.383305341878636,2443.208129118256,74.91697503401821,November
Assam,Castor Seed,17.07691055549178,2586.6682713053196,75.05472349802851,December
Assam,Chili Red,21.181609954362173,778.0941647128839,39.04679022637239,January
Assam,Chili Red,22.366993069550936,652.8063148315604,37.360969241516536,February
Assam,Chili Red,20.252602684607268,654.9144627551157,39.33238393633852,March
Assam,Chili Red,21.539849601040345,724.1314716562514,36.683715870489905,April
Assam,Chili Red,21.666521102511574,746.7204457989164,39.538784094292275,May
Assam,Chili Red,19.688932848565933,708.7185502788049,43.87815438176321,June
Assam,Chili Red,23.213940467122658,815.1441619018491,41.034517211623175,July
Assam,Chili Red,22.315397620220192,662.7606181202616,38.71832036764694,August
Assam,Chili Red,21.06388833325392,788.3250441878106,37.40212688286292,September
Assam,Chili Red,19.884472172560567,826.0974405784855,43.9118120130022,October
Assam,Chili Red,22.111307269856905,768.3220160837345,42.97303940224983,November
Assam,Chili Red,20.66415275037488,660.6171373647433,39.88822095319496,December
Assam,Cummin Seed(Jeera),22.88466801753719,2586.4868404245135,61.9361181805599,January
Assam,Cummin Seed(Jeera),21.2817254356047,2595.3707962258163,68.4783798327733,February
Assam,Cummin Seed(Jeera),19.59251221342725,2447.834811101823,67.41367326468242,March
Assam,Cummin Seed(Jeera),21.750462451788884,2434.7145819770976,66.694840881102,April
Assam,Cummin Seed(Jeera),21.804357224559595,2553.271047745159,65.88922219249494,May
Assam,Cummin Seed(Jeera),22.807948635267188,2545.3580145814026,67.9572668953633,June
Assam,Cummin Seed(Jeera),22.524582906643893,2513.1325111789565,68.31113128337788,July
Assam,Cummin Seed(Jeera),21.304813082357143,2461.096821714838,61.48779987219559,August
Assam,Cummin Seed(Jeera),20.017051599947443,2398.452691903004,62.91420940353404,September
Assam,Cummin Seed(Jeera),23.152673694380894,2507.7029669398844,65.17636348799341,October
Assam,Cummin Seed(Jeera),23.393005185142258,2501.683210281513,68.75920855666772,November
Assam,Cummin Seed(Jeera),22.957370043451668,2513.0495072955437,65.49719030252032,December
Assam,Jowar(Sorghum),33.7166513334746,2574.127371281784,41.18764546777467,January
Assam,Jowar(Sorghum),34.608938568200394,2402.3097988048175,45.54868504578128,February
Assam,Jowar(Sorghum),34.48406489131906,2449.349407728961,38.89220899838753,March
Assam,Jowar(Sorghum),34.752919022154586,2469.3610988025016,44.54072033542565,April
Assam,Jowar(Sorghum),36.43377673359706,2565.528430198634,39.92051879612706,May
Assam,Jowar(Sorghum),33.984481711749126,2391.396666061106,45.63336388118111,June
Assam,Jowar(Sorghum),35.509412424079144,2509.319406213019,39.941909558178864,July
Assam,Jowar(Sorghum),34.43038130582788,2526.7364625741725,45.51220171573813,August
Assam,Jowar(Sorghum),36.057771842609924,2554.431511122125,37.39418813570431,September
Assam,Jowar(Sorghum),33.44367574300216,2484.408241312971,36.47252230710501,October
Assam,Jowar(Sorghum),35.03950506685288,2407.405673143438,41.190422461327785,November
Assam,Jowar(Sorghum),33.68039942717036,2398.2240284010954,38.58306835230824,December
Assam,Methi Seeds,15.72519850146264,2287.901562322843,42.19149830540078,January
